"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT08","WT08_ATTRIBUTES"
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-06-21","6.49",",,W",,,"83","H,,S","93",",,W","72",",,W","  200",",,W","  200",",,W","31.1",",,W","38.9",",,W","    1",",,W",,,"    1",",,W",,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-06-22","9.62",",,W",,,"78","H,,S","93",",,W","72",",,W","  250",",,W","  240",",,W","29.1",",,W","35.1",",,W","    1",",,W",,,"    1",",,W","    1",",,W"
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-06-23","4.47",",,W",,,"78","H,,S","92",",,W","72",",,W","   80",",,W","   60",",,W","17.0",",,W","21.9",",,W","    1",",,W",,,"    1",",,W",,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-06-24","6.71",",,W",,,"79","H,,S","88",",,W","71",",,W","  320",",,W","  320",",,W","28.0",",,W","34.0",",,W","    1",",,W",,,"    1",",,W",,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-06-25","6.71",",,W",,,"77","H,,S","86",",,W","73",",,W","   30",",,W","   30",",,W","18.1",",,W","21.9",",,W","    1",",,W",,,"    1",",,W","    1",",,W"
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-06-26","6.04",",,W",,,"77","H,,S","87",",,W","73",",,W","  120",",,W","  140",",,W","16.1",",,W","21.9",",,W","    1",",,W",,,"    1",",,W",,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-06-27","8.72",",,W",,,"81","H,,S","90",",,W","74",",,W","   60",",,W","   60",",,W","19.9",",,W","31.1",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-06-28","8.50",",,W",,,"81","H,,S","90",",,W","74",",,W","  110",",,W","  110",",,W","17.0",",,W","23.0",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-06-29","6.71",",,W",,,"80","H,,S","87",",,W","73",",,W","  150",",,W","  160",",,W","17.0",",,W","23.9",",,W","    1",",,W",,,"    1",",,W",,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-06-30","5.59",",,W",,,"77","H,,S","87",",,W","74",",,W","  110",",,W","  110",",,W","19.9",",,W","23.9",",,W","    1",",,W",,,"    1",",,W",,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-07-01","6.26",",,W",,,"78","H,,S","87",",,W","73",",,W","  100",",,W","  100",",,W","19.9",",,W","23.9",",,W","    1",",,W",,,"    1",",,W",,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-07-02","7.16",",,W",,,"77","H,,S","86",",,W","71",",,W","  260",",,W","  270",",,W","21.9",",,W","28.0",",,W","    1",",,W",,,"    1",",,W",,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-07-03","8.05",",,W",,,"77","H,,S","79",",,W","72",",,W","  250",",,W","  230",",,W","21.0",",,W","27.1",",,W","    1",",,W",,,"    1",",,W",,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-07-04","6.26",",,W",,,"79","H,,S","91",",,W","73",",,W","  280",",,W","  280",",,W","17.0",",,W","21.0",",,W","    1",",,W",,,"    1",",,W",,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-07-05","5.14",",,W",,,"79","H,,S","91",",,W","73",",,W","  160",",,W","  180",",,W","21.9",",,W","31.1",",,W","    1",",,W",,,"    1",",,W",,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-07-06","9.40",",,W",,,"79","H,,S","87",",,W","73",",,W","  110",",,W","  110",",,W","19.9",",,W","25.9",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-07-07","13.87",",,W",,,"81","H,,S","88",",,W","75",",,W","  160",",,W","  150",",,W","25.9",",,W","35.1",",,W","    1",",,W",,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-07-08","6.04",",,W",,,"80","H,,S","90",",,W","73",",,W","  290",",,W","  260",",,W","23.0",",,W","29.1",",,W","    1",",,W",,,"    1",",,W",,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-07-09","4.47",",,W",,,"82","H,,S","94",",,W","74",",,W","   50",",,W","  280",",,W","21.9",",,W","28.0",",,W","    1",",,W",,,"    1",",,W",,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-07-10","5.37",",,W",,,"81","H,,S","95",",,W","73",",,W","  110",",,W","  100",",,W","18.1",",,W","25.1",",,W",,,,,"    1",",,W",,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-07-11","2.91",",,W",,,"81","H,,S","92",",,W","77",",,W","  120",",,W","  140",",,W","17.0",",,W","23.9",",,W","    1",",,W",,,"    1",",,W",,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-07-12","5.14",",,W",,,"79","H,,S","90",",,W","72",",,W","  150",",,W","  140",",,W","29.1",",,W","36.0",",,W","    1",",,W",,,"    1",",,W","    1",",,W"
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-07-13","8.28",",,W",,,"81","H,,S","91",",,W","73",",,W","  110",",,W","   90",",,W","17.0",",,W","21.9",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-07-14","6.71",",,W",,,"80","H,,S","90",",,W","76",",,W","   80",",,W","   80",",,W","18.1",",,W","23.0",",,W","    1",",,W",,,"    1",",,W","    1",",,W"
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-07-15","6.93",",,W",,,"82","H,,S","93",",,W","75",",,W","  100",",,W","   80",",,W","19.9",",,W","25.9",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-07-16","6.93",",,W",,,"83","H,,S","94",",,W","75",",,W","  110",",,W","  100",",,W","17.0",",,W","21.9",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-07-17","6.26",",,W",,,"85","H,,S","94",",,W","76",",,W","  110",",,W","  100",",,W","15.0",",,W","19.9",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-07-18","5.82",",,W",,,"83","H,,S","95",",,W","76",",,W","  140",",,W","  150",",,W","23.0",",,W","30.0",",,W",,,,,"    1",",,W",,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-07-19","7.16",",,W",,,"83","H,,S","94",",,W","74",",,W","  160",",,W","  160",",,W","32.0",",,W","38.9",",,W","    1",",,W",,,"    1",",,W",,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-07-20","6.26",",,W",,,"82","H,,S","94",",,W","74",",,W","  160",",,W","  160",",,W","29.1",",,W","35.1",",,W","    1",",,W",,,"    1",",,W",,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-07-21","5.59",",,W",,,"82","H,,S","93",",,W","75",",,W","   40",",,W","   60",",,W","14.1",",,W","19.0",",,W",,,,,"    1",",,W",,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-07-22","5.82",",,W",,,"86","H,,S","97",",,W","78",",,W","  200",",,W","   20",",,W","21.9",",,W","29.1",",,W","    1",",,W",,,"    1",",,W",,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-07-23","6.71",",,W",,,"82","H,,S","93",",,W","76",",,W","  330",",,W","  320",",,W","25.1",",,W","32.0",",,W","    1",",,W",,,"    1",",,W",,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-07-24","8.72",",,W",,,"82","H,,S","94",",,W","76",",,W","   20",",,W","   10",",,W","19.9",",,W","25.1",",,W","    1",",,W",,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-07-25","8.72",",,W",,,"84","H,,S","95",",,W","77",",,W","   20",",,W","   30",",,W","21.9",",,W","25.9",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-07-26","4.47",",,W",,,"84","H,,S","93",",,W","76",",,W","  120",",,W","  120",",,W","18.1",",,W","21.9",",,W",,,,,"    1",",,W",,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-07-27","5.14",",,W",,,"82","H,,S","92",",,W","77",",,W","  120",",,W","  120",",,W","21.9",",,W","25.1",",,W","    1",",,W",,,"    1",",,W",,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-07-28","5.82",",,W",,,"81","H,,S","92",",,W","75",",,W","  210",",,W","  230",",,W","23.9",",,W","30.0",",,W","    1",",,W",,,"    1",",,W",,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-07-29","4.25",",,W",,,"81","H,,S","94",",,W","75",",,W","  240",",,W","  240",",,W","31.1",",,W","38.0",",,W","    1",",,W",,,"    1",",,W",,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-07-30","6.49",",,W",,,"82","H,,S","94",",,W","75",",,W","  220",",,W","  210",",,W","16.1",",,W","19.9",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-07-31","7.61",",,W",,,"86","H,,S","95",",,W","77",",,W","  210",",,W","  210",",,W","16.1",",,W","19.9",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-08-01","6.49",",,W",,,"85","H,,S","94",",,W","78",",,W","  320",",,W","  320",",,W","29.1",",,W","42.9",",,W",,,,,"    1",",,W","    1",",,W"
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-08-02","6.04",",,W",,,"82","H,,S","94",",,W","75",",,W","  270",",,W","  290",",,W","30.0",",,W","40.0",",,W","    1",",,W",,,"    1",",,W",,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-08-03","9.17",",,W",,,"80","H,,S","90",",,W","76",",,W","  250",",,W","  260",",,W","21.0",",,W","25.9",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-08-04","9.62",",,W",,,"79","H,,S","87",",,W","75",",,W","  220",",,W","  230",",,W","25.1",",,W","33.1",",,W","    1",",,W",,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-08-05","7.83",",,W",,,"80","H,,S","90",",,W","75",",,W","  190",",,W","  200",",,W","18.1",",,W","23.9",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-08-06","5.82",",,W",,,"84","H,,S","96",",,W","75",",,W","  130",",,W","  120",",,W","16.1",",,W","21.9",",,W","    1",",,W",,,"    1",",,W",,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-08-07","4.03",",,W",,,"82","H,,S","96",",,W","76",",,W","  270",",,W","  270",",,W","19.9",",,W","23.9",",,W",,,,,"    1",",,W",,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-08-08","2.68",",,W",,,"83","H,,S","97",",,W","77",",,W","  100",",,W","  100",",,W","21.0",",,W","27.1",",,W",,,,,"    1",",,W","    1",",,W"
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-08-09","4.92",",,W",,,"84","H,,S","94",",,W","78",",,W","  330",",,W","  330",",,W","23.0",",,W","25.9",",,W",,,,,"    1",",,W",,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-08-10","5.82",",,W",,,"83","H,,S","92",",,W","77",",,W","  120",",,W","  130",",,W","16.1",",,W","19.9",",,W",,,,,"    1",",,W",,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-08-11","4.47",",,W",,,"82","H,,S","91",",,W","77",",,W","   70",",,W","   70",",,W","23.0",",,W","28.0",",,W","    1",",,W",,,"    1",",,W",,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-08-12","6.49",",,W",,,"84","H,,S","94",",,W","77",",,W","   60",",,W","   40",",,W","17.0",",,W","21.9",",,W",,,,,"    1",",,W",,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-08-13","7.61",",,W",,,"83","H,,S","92",",,W","77",",,W","   80",",,W","   70",",,W","19.9",",,W","23.0",",,W","    1",",,W",,,"    1",",,W",,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-08-14","6.04",",,W",,,"80","H,,S","90",",,W","77",",,W","  150",",,W","  150",",,W","21.9",",,W","29.1",",,W","    1",",,W",,,"    1",",,W",,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-08-15","8.72",",,W",,,"81","H,,S","89",",,W","77",",,W","  130",",,W","  130",",,W","23.9",",,W","29.1",",,W",,,,,"    1",",,W",,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-08-16","6.26",",,W",,,"83","H,,S","93",",,W","79",",,W","  110",",,W","  110",",,W","15.0",",,W","18.1",",,W",,,,,"    1",",,W",,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-08-17","7.83",",,W",,,"84","H,,S","95",",,W","78",",,W","  140",",,W","  140",",,W","21.0",",,W","25.9",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-08-18","6.71",",,W",,,"85","H,,S","95",",,W","79",",,W","   90",",,W","  100",",,W","16.1",",,W","21.9",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-08-19","4.92",",,W",,,"86","H,,S","97",",,W","78",",,W","  100",",,W","  100",",,W","15.0",",,W","19.0",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-08-20","4.92",",,W",,,"84","H,,S","98",",,W","76",",,W","  350",",,W","  360",",,W","30.0",",,W","38.0",",,W","    1",",,W",,,"    1",",,W","    1",",,W"
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-08-21","4.70",",,W",,,"85","H,,S","96",",,W","77",",,W","  290",",,W","  270",",,W","18.1",",,W","25.1",",,W",,,,,"    1",",,W","    1",",,W"
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-08-22","4.25",",,W",,,"84","H,,S","95",",,W","77",",,W","  310",",,W","  300",",,W","14.1",",,W","17.0",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-08-23","5.14",",,W",,,"84","H,,S","90",",,W","78",",,W","  150",",,W","  160",",,W","17.0",",,W","23.0",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-08-24","4.92",",,W",,,"83","H,,S","92",",,W","72",",,W","  190",",,W","  160",",,W","21.9",",,W","33.1",",,W",,,,,"    1",",,W",,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-08-25","7.61",",,W",,,"81","H,,S","93",",,W","72",",,W","  120",",,W","  120",",,W","29.1",",,W","35.1",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-08-26","7.61",",,W",,,"82","H,,S","92",",,W","73",",,W","  120",",,W","  110",",,W","29.1",",,W","36.0",",,W","    1",",,W",,,"    1",",,W",,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-08-27","8.50",",,W",,,"81","H,,S","88",",,W","77",",,W","  120",",,W","  120",",,W","25.1",",,W","30.0",",,W","    1",",,W",,,"    1",",,W",,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-08-28","9.84",",,W",,,"83","H,,S","92",",,W","78",",,W","  110",",,W","  100",",,W","18.1",",,W","23.0",",,W",,,,,"    1",",,W",,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-08-29","7.83",",,W",,,"85","H,,S","94",",,W","79",",,W","  110",",,W","  100",",,W","16.1",",,W","23.0",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-08-30","4.92",",,W",,,"84","H,,S","94",",,W","77",",,W","  110",",,W","  100",",,W","15.0",",,W","18.1",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-08-31","6.93",",,W",,,"84","H,,S","95",",,W","77",",,W","  240",",,W","  270",",,W","15.0",",,W","23.0",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-09-01","11.18",",,W",,,"81","H,,S","87",",,W","76",",,W","  270",",,W","  270",",,W","25.9",",,W","35.1",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-09-02","9.62",",,W",,,"82","H,,S","93",",,W","75",",,W","  300",",,W","  300",",,W","23.9",",,W","30.0",",,W","    1",",,W",,,"    1",",,W","    1",",,W"
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-09-03","5.37",",,W",,,"81","H,,S","94",",,W","75",",,W","   20",",,W","   20",",,W","17.0",",,W","23.0",",,W","    1",",,W",,,"    1",",,W",,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-09-04","6.49",",,W",,,"82","H,,S","95",",,W","76",",,W","   60",",,W","   60",",,W","15.0",",,W","18.1",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-09-05","3.80",",,W",,,"83","H,,S","94",",,W","75",",,W","   70",",,W","   70",",,W","16.1",",,W","21.0",",,W",,,,,"    1",",,W",,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-09-06","3.58",",,W",,,"83","H,,S","93",",,W","76",",,W","  210",",,W","  220",",,W","19.9",",,W","25.1",",,W","    1",",,W",,,"    1",",,W",,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-09-07","4.03",",,W",,,"83","H,,S","94",",,W","76",",,W","  140",",,W","  140",",,W","28.0",",,W","42.1",",,W",,,,,"    1",",,W",,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-09-08","4.47",",,W",,,"82","H,,S","93",",,W","75",",,W","  160",",,W","  160",",,W","23.9",",,W","36.0",",,W","    1",",,W",,,"    1",",,W",,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-09-09","8.72",",,W",,,"78","H,,S","86",",,W","75",",,W","  290",",,W","  290",",,W","23.0",",,W","31.1",",,W","    1",",,W",,,"    1",",,W",,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-09-10","4.47",",,W",,,"81","H,,S","92",",,W","75",",,W","  350",",,W","  340",",,W","17.0",",,W","21.0",",,W",,,,,"    1",",,W",,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-09-11","5.37",",,W",,,"80","H,,S","90",",,W","75",",,W","   70",",,W","   70",",,W","16.1",",,W","19.0",",,W","    1",",,W",,,"    1",",,W",,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-09-12","9.62",",,W",,,"81","H,,S","90",",,W","77",",,W","   50",",,W","   50",",,W","18.1",",,W","23.9",",,W","    1",",,W",,,"    1",",,W",,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-09-13","8.50",",,W",,,"83","H,,S","93",",,W","77",",,W","  100",",,W","  110",",,W","16.1",",,W","19.9",",,W",,,,,"    1",",,W",,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-09-14","4.03",",,W",,,"81","H,,S","88",",,W","75",",,W","  180",",,W","   80",",,W","19.9",",,W","25.1",",,W","    1",",,W",,,"    1",",,W",,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-09-15","4.70",",,W",,,"82","H,,S","92",",,W","75",",,W","   80",",,W","   70",",,W","17.0",",,W","19.9",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-09-16","3.80",",,W",,,"81","H,,S","90",",,W","75",",,W","  140",",,W","  150",",,W","16.1",",,W","19.0",",,W","    1",",,W",,,"    1",",,W",,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-09-17","3.58",",,W",,,"80","H,,S","90",",,W","76",",,W","   80",",,W","   80",",,W","18.1",",,W","21.9",",,W","    1",",,W",,,"    1",",,W",,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-09-18","2.91",",,W",,,"80","H,,S","91",",,W","76",",,W","  220",",,W","  220",",,W","16.1",",,W","19.9",",,W","    1",",,W",,,"    1",",,W","    1",",,W"
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-09-19","3.13",",,W",,,"81","H,,S","90",",,W","75",",,W","   10",",,W","  270",",,W","14.1",",,W","18.1",",,W","    1",",,W",,,"    1",",,W",,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-09-20","4.03",",,W",,,"80","H,,S","91",",,W","75",",,W","   90",",,W","  100",",,W","16.1",",,W","19.0",",,W",,,,,"    1",",,W","    1",",,W"
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-09-21","3.80",",,W",,,"79","H,,S","92",",,W","75",",,W","  130",",,W","  100",",,W","18.1",",,W","23.0",",,W",,,,,"    1",",,W",,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-09-22","5.82",",,W",,,"80","H,,S","91",",,W","74",",,W","  260",",,W","  270",",,W","18.1",",,W","23.0",",,W","    1",",,W",,,"    1",",,W",,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-09-23","6.93",",,W",,,"81","H,,S","91",",,W","76",",,W","   50",",,W","   70",",,W","15.0",",,W","18.1",",,W","    1",",,W",,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-09-24","8.28",",,W",,,"80","H,,S","88",",,W","74",",,W","   50",",,W","   50",",,W","16.1",",,W","21.0",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-09-25","6.04",",,W",,,"81","H,,S","92",",,W","73",",,W","   50",",,W","   50",",,W","19.9",",,W","23.0",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-09-26","6.71",",,W",,,"80","H,,S","90",",,W","72",",,W","   50",",,W","   60",",,W","17.0",",,W","23.0",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-09-27","6.26",",,W",,,"78","H,,S","89",",,W","70",",,W","   60",",,W","   70",",,W","15.0",",,W","18.1",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-09-28","4.47",",,W",,,"78","H,,S","90",",,W","70",",,W","   30",",,W","   40",",,W","15.0",",,W","21.9",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-09-29","4.92",",,W",,,"78","H,,S","88",",,W","69",",,W","   50",",,W","   50",",,W","13.0",",,W","18.1",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-09-30","7.16",",,W",,,"79","H,,S","89",",,W","70",",,W","   70",",,W","   60",",,W","16.1",",,W","19.0",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-10-01","7.38",",,W",,,"80","H,,S","91",",,W","70",",,W","   80",",,W","   80",",,W","21.0",",,W","25.9",",,W",,,,,,,"    1",",,W"
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-10-02","7.61",",,W",,,"80","H,,S","90",",,W","74",",,W","  120",",,W","  130",",,W","16.1",",,W","21.9",",,W",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","28.41822","-81.32413","27.1","2021-10-03","6.49",",,W",,,"80","H,,S","90",",,W","73",",,W","   90",",,W","   70",",,W","14.1",",,W","19.0",",,W",,,,,,,,
